model,domain,prompting_condition,instance,iteration,plan_text,plan_len,solves_problem,valid_action_percent,consecutive_valid_steps,logical_violations,wallclock_s,prompt_tokens,completion_tokens
qwen25,blocksworld,cot,instance-09,1,"(pickup b1)
(pickup b4)",2,False,50.0,1,3,27.968,1428,404
qwen25,blocksworld,cot,instance-09,2,"(pickup b1)
(pickup b4)",2,False,50.0,1,3,3.513,1646,44
qwen25,blocksworld,cot,instance-09,3,"(pickup b1)
(pickup b4)",2,False,50.0,1,3,3.607,1864,44
qwen25,blocksworld,cot,instance-09,4,"(pickup b1)
(pickup b4)",2,False,50.0,1,3,14.975,2078,204
qwen25,blocksworld,cot,instance-10,1,"(pickup b2)
(pickup b4)
(pickup b6)
(putdown b3)
(putdown b5)",5,False,20.0,1,3,22.756,1440,328
qwen25,blocksworld,cot,instance-10,2,"(pickup b2)
(pickup b4)
(pickup b6)
(putdown b3)
(putdown b5)",5,False,20.0,1,3,4.303,1714,55
qwen25,blocksworld,cot,instance-10,3,"(pickup b2)
(pickup b4)
(pickup b6)
(putdown b3)
(putdown b5)",5,False,20.0,1,3,4.918,1986,62
qwen25,blocksworld,cot,instance-10,4,"(pickup b2)
(pickup b4)
(pickup b6)
(putdown b3)
(putdown b5)",5,False,20.0,1,3,5.043,2263,62
qwen25,blocksworld,cot,instance-11,1,"(pickup b1)
(putdown b1)
(pickup b3)
(pickup b2)
(pickup b5)
(pickup b6)
(putdown b6)",7,False,42.857142857142854,3,3,36.084,1432,521
qwen25,blocksworld,cot,instance-11,2,"(pickup b1)
(putdown b1)
(pickup b3)
(pickup b2)
(pickup b5)
(pickup b6)
(putdown b6)",7,False,42.857142857142854,3,3,5.186,1813,67
qwen25,blocksworld,cot,instance-11,3,"(pickup b1)
(putdown b1)
(pickup b3)
(pickup b2)
(pickup b5)
(pickup b6)
(putdown b6)",7,False,42.857142857142854,3,3,5.376,2192,67
qwen25,blocksworld,cot,instance-11,4,"(pickup b1)
(putdown b1)
(pickup b3)
(pickup b2)
(pickup b5)
(pickup b6)
(putdown b6)",7,False,42.857142857142854,3,3,5.613,2571,67
qwen25,blocksworld,cot,instance-12,1,"(putdown b2)
(putdown b3)
(putdown b4)
(putdown b5)
(putdown b6)
(pickup b7)
(pickup b8)
(putdown b8)
(pickup b1)
(pickup b4)
(pickup b5)
(pickup b6)",12,False,8.333333333333334,1,3,42.752,1452,616
qwen25,blocksworld,cot,instance-12,2,"(putdown b2)
(putdown b3)
(putdown b4)
(putdown b5)
(putdown b6)
(pickup b7)
(pickup b8)
(putdown b8)
(pickup b1)
(pickup b4)
(pickup b5)
(pickup b6)",12,False,8.333333333333334,1,3,14.370,1913,198
qwen25,blocksworld,cot,instance-12,3,"(putdown b2)
(putdown b3)
(putdown b4)
(putdown b5)
(putdown b6)
(pickup b7)
(pickup b8)
(putdown b8)
(pickup b1)
(pickup b4)
(pickup b5)
(pickup b6)",12,False,8.333333333333334,1,3,10.486,2376,137
qwen25,blocksworld,cot,instance-12,4,"(putdown b2)
(putdown b3)
(putdown b4)
(putdown b5)
(putdown b6)
(pickup b7)
(pickup b8)
(putdown b8)
(pickup b1)
(pickup b4)
(pickup b5)
(pickup b6)",12,False,8.333333333333334,1,3,29.373,2839,388
qwen25,blocksworld,cot,instance-13,1,"(pickup b5)
(putdown b5)
(pickup b8)
(putdown b8)
(pickup b7)
(putdown b7)
(pickup b3)
(pickup b4)
(pickup b6)
(pickup b7)
(pickup b8)",11,False,9.090909090909092,1,3,26.572,1456,383
qwen25,blocksworld,cot,instance-13,2,"(putdown b5)
(putdown b8)
(putdown b7)
(pickup b3)
(pickup b4)
(pickup b6)
(pickup b7)
(pickup b8)",8,False,12.5,1,3,7.429,1865,99
qwen25,blocksworld,cot,instance-13,3,"(putdown b5)
(putdown b8)
(putdown b7)
(pickup b3)
(pickup b4)
(pickup b6)
(pickup b7)
(pickup b8)",8,False,12.5,1,3,7.653,2226,99
qwen25,blocksworld,cot,instance-13,4,"(putdown b5)
(putdown b8)
(putdown b7)
(pickup b3)
(pickup b4)
(pickup b6)
(pickup b7)
(pickup b8)",8,False,12.5,1,3,7.927,2585,99
qwen25,blocksworld,cot,instance-14,1,"(pickup b8)
(pickup b1)
(pickup b5)
(pickup b7)
(pickup b2)
(putdown b3)
(pickup b3)
(pickup b4)
(pickup b6)
(putdown b9)",10,False,10.0,1,3,27.150,1468,391
qwen25,blocksworld,cot,instance-14,2,"(pickup b3)
(pickup b4)
(pickup b6)
(pickup b1)
(pickup b5)",5,False,20.0,1,3,7.434,1869,99
qwen25,blocksworld,cot,instance-14,3,"(pickup b6)
(pickup b1)
(pickup b5)",3,False,33.333333333333336,1,3,6.868,2206,88
qwen25,blocksworld,cot,instance-14,4,"(putdown b6)
(pickup b1)
(pickup b5)
(pickup b7)
(pickup b2)
(pickup b3)
(pickup b4)
(pickup b8)
(pickup b6)",9,False,11.11111111111111,1,3,8.554,2480,109
qwen25,blocksworld,cot,instance-15,1,"(pickup b1)
(pickup b3)
(putdown b2)
(putdown b4)
(putdown b6)
(pickup b7)
(pickup b8)",7,False,14.285714285714286,1,3,28.233,1460,405
qwen25,blocksworld,cot,instance-15,2,"(pickup b1)
(pickup b3)
(putdown b2)
(putdown b4)
(putdown b6)
(pickup b7)
(pickup b8)",7,False,14.285714285714286,1,3,7.082,1806,94
qwen25,blocksworld,cot,instance-15,3,"(pickup b1)
(pickup b3)
(putdown b2)
(putdown b4)
(putdown b6)
(pickup b7)
(pickup b8)",7,False,14.285714285714286,1,3,7.281,2151,94
qwen25,blocksworld,cot,instance-15,4,"(pickup b1)
(pickup b3)
(putdown b2)
(putdown b4)
(putdown b6)
(pickup b7)
(pickup b8)",7,False,14.285714285714286,1,3,7.503,2488,94
qwen25,blocksworld,cot,instance-16,1,"(pickup b2)
(pickup b3)
(putdown b3)
(pickup b4)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b8)
(putdown b8)
(pickup b9)",10,False,10.0,1,3,33.363,1472,478
qwen25,blocksworld,cot,instance-16,2,"(pickup b2)
(pickup b3)
(putdown b3)
(pickup b4)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b8)
(putdown b8)",9,False,11.11111111111111,1,3,10.510,1867,143
qwen25,blocksworld,cot,instance-16,3,"(pickup b2)
(pickup b3)
(putdown b3)
(pickup b4)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b8)
(putdown b8)",9,False,11.11111111111111,1,3,7.106,2237,91
qwen25,blocksworld,cot,instance-16,4,"(pickup b2)
(pickup b3)
(putdown b3)
(pickup b4)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b8)
(putdown b8)",9,False,11.11111111111111,1,3,7.368,2609,91
qwen25,blocksworld,cot,instance-17,1,"(pickup b3)
(pickup b5)
(pickup b4)
(putdown b8)",4,False,25.0,1,3,23.199,1468,333
qwen25,blocksworld,cot,instance-17,2,"(pickup b3)
(pickup b5)
(pickup b4)
(putdown b8)",4,False,25.0,1,3,4.858,1733,63
qwen25,blocksworld,cot,instance-17,3,"(pickup b3)
(pickup b5)
(pickup b4)
(putdown b8)",4,False,25.0,1,3,4.989,1998,63
qwen25,blocksworld,cot,instance-17,4,"(putdown b8)
(putdown b5)
(putdown b4)
(pickup b3)
(pickup b5)
(pickup b4)",6,False,16.666666666666668,1,3,5.960,2261,75
qwen25,blocksworld,cot,instance-18,1,"(putdown b9)
(putdown b7)
(putdown b8)
(putdown b5)
(putdown b2)
(putdown b3)
(pickup b1)
(putdown b1)
(pickup b2)
(pickup b3)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b9)
(pickup b10)",15,False,6.666666666666667,1,3,39.312,1494,565
qwen25,blocksworld,cot,instance-18,2,"(putdown b9)
(putdown b7)
(putdown b8)
(putdown b5)
(putdown b2)
(putdown b3)
(pickup b1)
(putdown b1)
(pickup b2)
(pickup b3)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b9)
(pickup b10)",15,False,6.666666666666667,1,3,13.550,2054,184
qwen25,blocksworld,cot,instance-18,3,"(putdown b9)
(putdown b7)
(putdown b8)
(putdown b5)
(putdown b2)
(putdown b3)
(pickup b1)
(putdown b1)
(pickup b2)
(pickup b3)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b9)
(pickup b10)",15,False,6.666666666666667,1,3,14.106,2612,184
qwen25,blocksworld,cot,instance-18,4,"(putdown b9)
(putdown b7)
(putdown b8)
(putdown b5)
(putdown b2)
(putdown b3)
(pickup b1)
(putdown b1)
(pickup b2)
(pickup b3)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b9)
(pickup b10)",15,False,6.666666666666667,1,3,14.645,3174,184
qwen25,blocksworld,cot,instance-19,1,"(put-down b2)
(put-down b9)
(pick-up b10)
(pick-up b5)
(pick-up b6)
(pick-up b4)
(pick-up b8)
(pick-up b7)
(pick-up b1)
(pick-up b3)
(put-down b3)",0,False,0.0,0,0,40.498,1498,582
qwen25,blocksworld,cot,instance-19,2,"(put-down b2)
(put-down b9)
(pick-up b10)
(pick-up b5)
(pick-up b6)
(pick-up b4)
(pick-up b8)
(pick-up b7)
(pick-up b1)
(pick-up b3)
(put-down b3)",0,False,0.0,0,0,34.229,1784,483
qwen25,blocksworld,cot,instance-19,3,"(put-down b2)
(put-down b9)
(pick-up b10)
(pick-up b5)
(pick-up b6)
(pick-up b4)
(pick-up b8)
(pick-up b7)
(pick-up b1)
(pick-up b3)
(put-down b3)",0,False,0.0,0,0,11.376,2069,153
qwen25,blocksworld,cot,instance-19,4,"(put-down b2)
(put-down b9)
(pick-up b10)
(pick-up b5)
(pick-up b6)
(pick-up b4)
(pick-up b8)
(pick-up b7)
(pick-up b1)
(pick-up b3)
(put-down b3)",0,False,0.0,0,0,11.626,2361,153
qwen25,blocksworld,cot,instance-20,1,"(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b6)
(putdown b6)
(pickup b10)
(putdown b10)
(pickup b4)
(pickup b5)
(pickup b7)
(putdown b7)
(pickup b8)
(pickup b9)
(putdown b9)
(pickup b10)",16,False,6.25,1,3,32.923,1510,473
qwen25,blocksworld,cot,instance-20,2,"(putdown b1)
(pickup b2)
(putdown b2)
(pickup b6)
(putdown b6)
(pickup b10)
(putdown b10)
(pickup b4)
(pickup b5)
(pickup b7)
(putdown b7)
(pickup b8)
(pickup b9)
(putdown b9)
(pickup b10)",15,False,6.666666666666667,1,3,14.227,2047,194
qwen25,blocksworld,cot,instance-20,3,"(putdown b1)
(pickup b2)
(putdown b2)
(pickup b6)
(putdown b6)
(pickup b10)
(putdown b10)
(pickup b4)
(pickup b5)
(pickup b7)
(putdown b7)
(pickup b8)
(pickup b9)
(putdown b9)
(pickup b10)",15,False,6.666666666666667,1,3,11.243,2574,145
qwen25,blocksworld,cot,instance-20,4,"(putdown b1)
(pickup b2)
(putdown b2)
(pickup b6)
(putdown b6)
(pickup b10)
(putdown b10)
(pickup b4)
(pickup b5)
(pickup b7)
(putdown b7)
(pickup b8)
(pickup b9)
(putdown b9)
(pickup b10)",15,False,6.666666666666667,1,3,11.700,3099,145
