model,domain,prompting_condition,instance,iteration,plan_text,plan_len,solves_problem,valid_action_percent,consecutive_valid_steps,logical_violations,wallclock_s,prompt_tokens,completion_tokens
llama8,blocksworld,baseline,instance-09,1,"(pick-up b2)
(put-down b2)
(pick-up b4)
(put-down b4)
(pick-up b5)
(put-down b5)
(pick-up b6)
(put-down b6)
(pick-up b3)
(put-down b3)",0,False,0.0,0,0,10.109,1353,394
llama8,blocksworld,baseline,instance-09,2,"(pickup b2)
(put-down b2)
(pickup b4)
(unstack b4 b6)
(put-down b4)
(pickup b5)
(unstack b5 b1)
(put-down b5)
(pickup b6)
(unstack b6 b3)
(put-down b6)
(pickup b3)
(stack b2 b3)
(put-down b3)",0,False,0.0,0,0,10.648,1880,415
llama8,blocksworld,baseline,instance-09,3,"(pickup b2)
(putdown b2)
(pickup b4)
(unstack b4 b6)
(putdown b4)
(pickup b5)
(unstack b5 b1)
(putdown b5)
(pickup b6)
(unstack b6 b3)
(putdown b6)
(pickup b3)
(stack b2 b3)
(putdown b3)",14,False,28.571428571428573,4,3,3.419,2456,127
llama8,blocksworld,baseline,instance-09,4,"(pickup b2)
(putdown b2)
(pickup b4)
(stack b4 b6)
(pickup b6)
(unstack b6 b3)
(putdown b6)
(pickup b5)
(unstack b5 b1)
(putdown b5)
(pickup b3)
(stack b2 b3)
(putdown b3)",13,False,30.76923076923077,4,3,4.901,3070,184
llama8,blocksworld,baseline,instance-10,1,"(pickup b1)
(putdown b1 b7)
(pickup b2)
(putdown b2 b1)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4 b2)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6 b4)
(pickup b7)
(putdown b7 b5)",14,False,7.142857142857143,1,3,9.125,1365,357
llama8,blocksworld,baseline,instance-10,2,"(pickup b2)
(putdown b2 b1)
(pickup b1)
(putdown b1 b7)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4 b2)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6 b4)
(pickup b7)
(putdown b7 b5)",14,False,7.142857142857143,1,3,9.260,2085,358
llama8,blocksworld,baseline,instance-10,3,"(pickup b2)
(putdown b2)
(pickup b1)
(putdown b1 b7)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4 b2)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6 b4)
(pickup b7)
(putdown b7 b5)",14,False,7.142857142857143,1,3,9.209,2805,354
llama8,blocksworld,baseline,instance-10,4,"(pickup b3)
(putdown b3)
(pickup b2)
(putdown b2)
(pickup b1)
(putdown b1 b7)
(pickup b4)
(putdown b4 b2)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6 b4)
(pickup b7)
(putdown b7 b5)",14,False,21.428571428571427,3,3,9.263,3521,354
llama8,blocksworld,baseline,instance-11,1,"(pickup b3)
(putdown b3)
(stack b2 b3)
(stack b1 b3)
(pickup b4)
(putdown b4)
(stack b5 b2)
(pickup b6)
(putdown b6)",9,False,11.11111111111111,1,3,8.198,1357,323
llama8,blocksworld,baseline,instance-11,2,"(pickup b4)
(putdown b4)
(pickup b3)
(putdown b3)
(stack b2 b3)
(stack b1 b3)
(pickup b4)
(putdown b4)
(stack b5 b2)
(pickup b6)
(putdown b6)",11,False,9.090909090909092,1,3,4.840,1956,185
llama8,blocksworld,baseline,instance-11,3,"(pickup b4)
(putdown b4)
(pickup b4)
(put b4 b3)
(putdown b4)
(putdown b3)
(pickup b3)
(put b3 on-table)
(putdown b3)
(stack b2 b3)
(stack b1 b3)
(pickup b4)
(putdown b4)
(stack b5 b2)
(pickup b6)
(putdown b6)",0,False,0.0,0,0,6.489,2446,250
llama8,blocksworld,baseline,instance-11,4,"(pickup b4)
(putdown b4)
(pickup b4)
(stack b4 b3)
(putdown b4)
(pickup b3)
(put b3 on-table)
(putdown b3)
(stack b2 b3)
(stack b1 b3)
(pickup b4)
(putdown b4)
(stack b5 b2)
(pickup b6)
(putdown b6)",0,False,0.0,0,0,6.214,2864,239
llama8,blocksworld,baseline,instance-12,1,"(pick-up b1)
(unstack b1 b3)
(put-down b1)
(pick-up b2)
(unstack b2 b8)
(put-down b2)
(pick-up b3)
(put-down b3)
(pick-up b4)
(unstack b4 b8)
(put-down b4)
(pick-up b5)
(unstack b5 b4)
(put-down b5)
(pick-up b6)
(unstack b6 b4)
(put-down b6)
(pick-up b7)
(unstack b7 b2)
(put-down b7)
(pick-up b8)
(unstack b8 b2)
(put-down b8)",0,False,0.0,0,0,15.035,1377,594
llama8,blocksworld,baseline,instance-12,2,"(pick-up b1)
(unstack b1 b3)
(put-down b1)
(pick-up b2)
(unstack b2 b8)
(put-down b2)
(pick-up b3)
(put-down b3)
(pick-up b4)
(unstack b4 b8)
(put-down b4)
(pick-up b5)
(unstack b5 b4)
(put-down b5)
(pick-up b6)
(unstack b6 b4)
(put-down b6)
(pick-up b7)
(unstack b7 b2)
(put-down b7)
(pick-up b8)
(unstack b8 b2)
(put-down b8)",0,False,0.0,0,0,18.235,2188,711
llama8,blocksworld,baseline,instance-12,3,"(pickup b1)
(unstack b1 b3)
(put-down b1)
(pickup b2)
(unstack b2 b8)
(put-down b2)
(pickup b3)
(put-down b3)
(pickup b4)
(unstack b4 b8)
(put-down b4)
(pickup b5)
(unstack b5 b4)
(put-down b5)
(pickup b6)
(unstack b6 b4)
(put-down b6)
(pickup b7)
(unstack b7 b2)
(put-down b7)
(pickup b8)
(unstack b8 b2)
(put-down b8)",0,False,0.0,0,0,19.322,3116,762
llama8,blocksworld,baseline,instance-12,4,"(pickup b1)
(unstack b1 b3)
(putdown b1)
(pickup b2)
(unstack b2 b8)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(unstack b4 b8)
(putdown b4)
(pickup b5)
(unstack b5 b4)
(putdown b5)
(pickup b6)
(unstack b6 b4)
(putdown b6)
(pickup b7)
(unstack b7 b2)
(putdown b7)
(pickup b8)
(unstack b8 b2)
(putdown b8)",23,False,4.3478260869565215,1,3,18.980,4094,728
llama8,blocksworld,baseline,instance-13,1,"(pickup b1)
(put-down b1)
(pickup b2)
(put-down b2)
(pickup b3)
(unstack b7 b8)
(pickup b8)
(unstack b3 b7)
(put-down b3 b4)
(pickup b7)
(put-down b7 b3)
(pickup b4)
(put-down b4 b6)
(pickup b5)
(put-down b5)
(pickup b6)
(put-down b6 b8)
(pickup b7)
(unstack b8 b4)
(pickup b4)
(unstack b2 b6)
(pickup b6)
(unstack b7 b8)
(put-down b7 b1)
(pickup b8)
(put-down b8 b7)",0,False,0.0,0,0,15.141,1381,597
llama8,blocksworld,baseline,instance-13,2,"(pickup b1)
(put-down b1)
(pickup b2)
(put-down b2)
(pickup b3)
(unstack b7 b8)
(pickup b8)
(unstack b3 b7)
(put-down b3)
(pickup b4)
(unstack b8 b4)
(put-down b8)
(pickup b7)
(put-down b7 b3)
(pickup b4)
(put-down b4 b6)
(pickup b5)
(put-down b5)
(pickup b6)
(put-down b6 b8)
(pickup b7)
(unstack b8 b4)
(pickup b4)
(unstack b2 b6)
(pickup b6)
(unstack b7 b8)
(put-down b7)
(pickup b1)
(put-down b7 b1)",0,False,0.0,0,0,15.802,2225,625
llama8,blocksworld,baseline,instance-13,3,"(pickup b1)
(put-down b1)
(pickup b2)
(put-down b2)
(pickup b3)
(unstack b7 b8)
(pickup b8)
(unstack b3 b7)
(put-down b3)
(pickup b4)
(unstack b8 b4)
(put-down b8)
(pickup b7)
(put-down b7 b3)
(pickup b4)
(put-down b4 b6)
(pickup b5)
(put-down b5)
(pickup b6)
(put-down b6 b8)
(pickup b7)
(unstack b8 b4)
(pickup b4)
(unstack b2 b6)
(pickup b6)
(unstack b7 b8)
(put-down b7)
(pickup b1)
(pickup b7)
(put-down b7 b1)",0,False,0.0,0,0,16.116,3110,631
llama8,blocksworld,baseline,instance-13,4,"(pickup b1)
(put-down b1)
(pickup b2)
(put-down b2)
(pickup b3)
(unstack b7 b8)
(pickup b8)
(unstack b3 b7)
(put-down b3)
(pickup b4)
(unstack b8 b4)
(put-down b8)
(pickup b7)
(put-down b7 b3)
(pickup b4)
(put-down b4 b6)
(pickup b5)
(put-down b5)
(pickup b6)
(put-down b6 b8)
(pickup b7)
(unstack b8 b4)
(pickup b4)
(unstack b2 b6)
(pickup b6)
(unstack b7 b8)
(pickup b7)
(pickup b1)
(put-down b7 b1)",0,False,0.0,0,0,16.309,4006,625
llama8,blocksworld,baseline,instance-14,1,"(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b8)
(putdown b8)
(pickup b1)
(putdown b1)
(pickup b5)
(putdown b5)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b7)
(putdown b7)
(pickup b2)
(putdown b2)
(pickup b9)
(putdown b9)
(pickup b6)
(putdown b6)",22,False,4.545454545454546,1,3,8.085,1393,312
llama8,blocksworld,baseline,instance-14,2,"(pickup b4)
(putdown b4)
(pickup b8)
(putdown b8)
(pickup b1)
(putdown b1)
(pickup b5)
(putdown b5)
(pickup b4)
(putdown b4)
(pickup b3)
(putdown b3)
(pickup b7)
(putdown b7)
(pickup b2)
(putdown b2)
(pickup b9)
(putdown b9)
(pickup b6)
(putdown b6)",20,False,5.0,1,3,7.141,2194,273
llama8,blocksworld,baseline,instance-14,3,"(pickup b9)
(putdown b9)
(pickup b6)
(putdown b6)
(pickup b5)
(putdown b5)
(pickup b7)
(putdown b7)
(pickup b4)
(putdown b4)
(pickup b8)
(putdown b8)
(pickup b1)
(putdown b1)
(pickup b5)
(putdown b5)
(pickup b3)
(putdown b3)
(pickup b7)
(putdown b7)
(pickup b2)
(putdown b2)
(pickup b9)
(putdown b9)
(pickup b6)
(putdown b6)",26,False,3.8461538461538463,1,3,8.126,2926,310
llama8,blocksworld,baseline,instance-14,4,"(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b9)
(putdown b9)
(pickup b4)
(putdown b4)
(pickup b8)
(putdown b8)
(pickup b1)
(putdown b1)
(pickup b5)
(putdown b5)
(pickup b3)
(putdown b3)
(pickup b7)
(putdown b7)
(pickup b2)
(putdown b2)
(pickup b9)
(putdown b9)
(pickup b6)
(putdown b6)",26,False,3.8461538461538463,1,3,8.247,3789,310
llama8,blocksworld,baseline,instance-15,1,"(pickup b1)
(putdown b1 b5)
(pickup b7)
(putdown b7 b1)
(pickup b3)
(putdown b3 b4)
(pickup b5)
(putdown b5 b8)
(pickup b2)
(putdown b2)
(pickup b6)
(putdown b6)",12,False,8.333333333333334,1,3,9.319,1385,356
llama8,blocksworld,baseline,instance-15,2,"(putdown b1)
(pickup b1)
(putdown b1)
(pickup b7)
(putdown b7 b1)
(pickup b3)
(putdown b3 b4)
(pickup b5)
(putdown b5 b8)
(pickup b2)
(putdown b2)
(pickup b6)
(putdown b6)",13,False,7.6923076923076925,1,3,9.873,2071,380
llama8,blocksworld,baseline,instance-15,3,"(putdown b1)
(pickup b1)
(pickup b7)
(putdown b7 b1)
(pickup b3)
(putdown b3 b4)
(pickup b5)
(putdown b5 b8)
(pickup b2)
(putdown b2)
(pickup b6)
(putdown b6)",12,False,8.333333333333334,1,3,9.635,2794,374
llama8,blocksworld,baseline,instance-15,4,"(putdown b1)
(pickup b1)
(put b1 b5)
(pickup b7)
(putdown b7 b1)
(pickup b3)
(putdown b3 b4)
(pickup b5)
(putdown b5 b8)
(pickup b2)
(putdown b2)
(pickup b6)
(putdown b6)",0,False,0.0,0,0,10.240,3496,396
llama8,blocksworld,baseline,instance-16,1,"(pickup b1)
(pickup b2)
(put-down b2 b7)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)",0,False,0.0,0,0,17.857,1397,707
llama8,blocksworld,baseline,instance-16,2,"(pickup b1)
(pickup b2)
(put-down b2 b7)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(put-down b2 b7)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)",0,False,0.0,0,0,106.582,2292,4096
llama8,blocksworld,baseline,instance-16,3,"(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)",0,False,0.0,0,0,114.896,7456,4096
