model,domain,prompting_condition,instance,iteration,plan_text,plan_len,solves_problem,valid_action_percent,consecutive_valid_steps,logical_violations,wallclock_s,prompt_tokens,completion_tokens
qwen25,blocksworld,baseline,instance-09,2,"(putdown b5)
(putdown b6)
(putdown b3)
(pickup b1)
(pickup b5)
(pickup b4)",6,False,16.666666666666668,1,3,5.628,1662,75
qwen25,blocksworld,baseline,instance-09,3,"(putdown b5)
(putdown b6)
(putdown b3)
(pickup b1)
(pickup b5)
(pickup b4)",6,False,16.666666666666668,1,3,5.807,1967,75
qwen25,blocksworld,baseline,instance-09,4,"(putdown b5)
(putdown b6)
(putdown b3)
(pickup b1)
(pickup b5)
(pickup b4)",6,False,16.666666666666668,1,3,5.954,2272,75
qwen25,blocksworld,baseline,instance-10,1,"(pickup b1)
(putdown b7)
(pickup b5)
(putdown b5)
(pickup b2)
(pickup b1)
(pickup b4)
(pickup b4)",8,False,12.5,1,3,6.180,1344,86
qwen25,blocksworld,baseline,instance-10,2,"(putdown b1)
(pickup b7)
(pickup b5)
(putdown b5)
(pickup b2)
(pickup b4)
(pickup b7)",7,False,14.285714285714286,1,3,6.001,1693,80
qwen25,blocksworld,baseline,instance-10,3,"(putdown b1)
(pickup b7)
(pickup b5)
(putdown b5)
(pickup b2)
(pickup b4)
(pickup b7)",7,False,14.285714285714286,1,3,6.177,2022,80
qwen25,blocksworld,baseline,instance-10,4,"(putdown b1)
(pickup b7)
(pickup b5)
(putdown b5)
(pickup b2)
(pickup b4)
(pickup b7)",7,False,14.285714285714286,1,3,6.386,2351,80
qwen25,blocksworld,baseline,instance-11,1,"(pickup b3)
(putdown b3)
(pickup b2)
(pickup b1)
(pickup b5)
(putdown b6)",6,False,16.666666666666668,1,3,4.968,1336,68
qwen25,blocksworld,baseline,instance-11,2,"(putdown b3)
(pickup b2)
(pickup b1)
(pickup b5)
(putdown b6)",5,False,20.0,1,3,4.733,1639,62
qwen25,blocksworld,baseline,instance-11,3,"(pickup b2)
(pickup b1)
(pickup b5)
(putdown b6)",4,False,50.0,2,3,4.448,1918,56
qwen25,blocksworld,baseline,instance-11,4,"(putdown b3)
(pickup b2)
(pickup b1)
(pickup b5)
(putdown b6)",5,False,20.0,1,3,5.015,2207,62
qwen25,blocksworld,baseline,instance-12,1,,0,False,0.0,0,0,10.499,1356,150
qwen25,blocksworld,baseline,instance-12,2,"(pickup b5)
(putdown b8)
(pickup b2)
(putdown b2)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b4)
(putdown b3)
(pickup b6)
(pickup b7)
(pickup b1)
(pickup b2)",13,False,7.6923076923076925,1,3,9.616,1534,135
qwen25,blocksworld,baseline,instance-12,3,"(pickup b5)
(pickup b4)
(pickup b6)
(pickup b7)
(pickup b1)
(pickup b2)",6,False,16.666666666666668,1,3,7.081,2010,93
qwen25,blocksworld,baseline,instance-12,4,"(putdown b8)
(putdown b3)
(pickup b4)
(pickup b6)
(pickup b7)
(pickup b1)
(pickup b2)
(pickup b5)",8,False,12.5,1,3,7.730,2334,99
qwen25,blocksworld,baseline,instance-13,1,"(pickup b3)
(putdown b3)
(pickup b5)
(putdown b5)
(putdown b2)
(pickup b8)
(putdown b8)",7,False,14.285714285714286,1,3,6.726,1360,94
qwen25,blocksworld,baseline,instance-13,2,"(putdown b3)
(putdown b5)
(putdown b2)
(pickup b8)
(putdown b8)",5,False,20.0,1,3,7.104,1702,96
qwen25,blocksworld,baseline,instance-13,3,"(putdown b3)
(putdown b5)
(putdown b2)
(pickup b8)
(putdown b8)",5,False,20.0,1,3,7.294,2015,96
qwen25,blocksworld,baseline,instance-13,4,"(putdown b3)
(putdown b5)
(putdown b2)
(pickup b8)
(putdown b8)",5,False,20.0,1,3,7.516,2328,96
qwen25,blocksworld,baseline,instance-14,1,,0,False,0.0,0,0,17.629,1372,255
qwen25,blocksworld,baseline,instance-14,2,"(pickup b6)
(putdown b6)
(pickup b8)
(putdown b7)
(pickup b3)
(putdown b4)
(pickup b9)
(putdown b9)
(pickup b2)
(putdown b2)
(pickup b9)
(putdown b9)
(pickup b6)
(putdown b6)
(pickup b5)
(putdown b6)
(pickup b5)
(putdown b5)
(pickup b1)
(putdown b1)
(pickup b7)
(putdown b7)
(pickup b8)
(pickup b1)
(pickup b5)
(pickup b7)
(pickup b2)
(pickup b3)
(putdown b3)
(pickup b4)
(pickup b6)
(pickup b8)
(putdown b8)
(pickup b4)
(putdown b4)",35,False,2.857142857142857,1,3,41.410,1655,590
qwen25,blocksworld,baseline,instance-14,3,"(pickup b6)
(putdown b6)
(pickup b8)
(putdown b7)
(pickup b3)
(putdown b4)
(pickup b9)
(putdown b9)
(pickup b2)
(putdown b2)
(pickup b9)
(putdown b9)
(pickup b6)
(putdown b6)
(pickup b5)
(putdown b6)
(pickup b5)
(putdown b5)
(pickup b1)
(putdown b1)
(pickup b7)
(putdown b7)
(pickup b8)
(pickup b1)
(pickup b5)
(pickup b7)
(pickup b2)
(pickup b3)
(putdown b3)
(pickup b4)
(pickup b6)
(pickup b8)
(putdown b8)
(pickup b4)
(putdown b4)",35,False,2.857142857142857,1,3,21.968,2940,287
qwen25,blocksworld,baseline,instance-14,4,"(putdown b6)
(putdown b7)
(putdown b4)
(putdown b9)
(putdown b2)
(putdown b9)
(putdown b6)
(putdown b6)
(putdown b5)
(putdown b1)
(putdown b7)
(putdown b3)
(putdown b8)
(putdown b4)",14,False,7.142857142857143,1,3,23.247,3920,287
qwen25,blocksworld,baseline,instance-15,1,"(pickup b8)
(putdown b5)
(pickup b7)
(putdown b2)
(pickup b8)
(pickup b4)
(putdown b4)
(pickup b3)
(pickup b6)
(putdown b6)
(pickup b5)
(pickup b1)
(putdown b6)",13,False,7.6923076923076925,1,3,9.088,1364,129
qwen25,blocksworld,baseline,instance-15,2,"(putdown b8)
(pickup b7)
(putdown b2)
(pickup b8)
(pickup b4)
(putdown b4)
(pickup b3)
(pickup b6)
(putdown b6)
(pickup b5)
(pickup b1)
(putdown b6)",12,False,8.333333333333334,1,3,8.656,1852,117
qwen25,blocksworld,baseline,instance-15,3,"(putdown b8)
(pickup b7)
(putdown b2)
(pickup b8)
(pickup b4)
(putdown b4)
(pickup b3)
(pickup b6)
(putdown b6)
(pickup b5)
(pickup b1)
(putdown b6)",12,False,8.333333333333334,1,3,8.944,2291,117
qwen25,blocksworld,baseline,instance-15,4,"(putdown b8)
(pickup b7)
(putdown b2)
(pickup b8)
(pickup b4)
(putdown b4)
(pickup b3)
(pickup b6)
(putdown b6)
(pickup b5)
(pickup b1)
(putdown b6)",12,False,8.333333333333334,1,3,9.300,2736,117
qwen25,blocksworld,baseline,instance-16,1,,0,False,0.0,0,0,11.256,1376,161
qwen25,blocksworld,baseline,instance-16,2,,0,False,0.0,0,0,10.913,1565,153
qwen25,blocksworld,baseline,instance-16,3,"(pickup b1)
(putdown b1)
(pickup b9)
(putdown b8)
(pickup b7)
(putdown b6)
(pickup b3)
(putdown b3)
(pickup b2)
(putdown b2)
(pickup b9)
(pickup b7)
(pickup b6)
(pickup b4)
(pickup b5)
(pickup b8)
(putdown b8)",17,False,5.882352941176471,1,3,10.573,1746,146
qwen25,blocksworld,baseline,instance-16,4,"(pickup b9)
(putdown b8)
(pickup b7)
(putdown b6)
(pickup b3)
(putdown b3)
(pickup b2)
(putdown b2)
(pickup b9)
(pickup b7)
(pickup b6)
(pickup b4)
(pickup b5)
(pickup b8)
(putdown b8)",15,False,6.666666666666667,1,3,10.158,2301,134
qwen25,blocksworld,baseline,instance-17,1,"(pickup b8)
(putdown b8)
(pickup b3)
(pickup b1)
(putdown b1)
(pickup b4)
(pickup b7)
(putdown b7)
(pickup b3)",9,False,11.11111111111111,1,3,7.472,1372,105
qwen25,blocksworld,baseline,instance-17,2,"(putdown b8)
(pickup b3)
(pickup b1)
(putdown b1)
(pickup b4)
(pickup b7)
(putdown b7)
(pickup b3)",8,False,12.5,1,3,6.920,1755,93
qwen25,blocksworld,baseline,instance-17,3,"(putdown b8)
(pickup b3)
(pickup b1)
(putdown b1)
(pickup b4)
(pickup b7)
(putdown b7)
(pickup b3)",8,False,12.5,1,3,7.149,2106,93
qwen25,blocksworld,baseline,instance-17,4,"(putdown b8)
(pickup b3)
(pickup b1)
(putdown b1)
(pickup b4)
(pickup b7)
(putdown b7)
(pickup b3)",8,False,12.5,1,3,7.376,2463,93
qwen25,blocksworld,baseline,instance-18,1,,0,False,0.0,0,0,15.957,1398,230
qwen25,blocksworld,baseline,instance-18,2,"(putdown b9)
(putdown b7)
(putdown b8)
(putdown b5)
(putdown b2)
(pickup b3)
(pickup b5)
(pickup b7)
(pickup b9)
(pickup b10)
(pickup b6)
(pickup b2)",12,False,8.333333333333334,1,3,10.909,1656,152
qwen25,blocksworld,baseline,instance-18,3,"(putdown b9)
(putdown b7)
(putdown b8)
(putdown b5)
(putdown b2)
(pickup b3)
(pickup b5)
(pickup b7)
(pickup b9)
(pickup b10)
(pickup b6)
(pickup b2)",12,False,8.333333333333334,1,3,11.326,2138,152
qwen25,blocksworld,baseline,instance-18,4,"(putdown b9)
(putdown b7)
(putdown b8)
(putdown b5)
(putdown b2)
(pickup b3)
(pickup b5)
(pickup b7)
(pickup b9)
(pickup b10)
(pickup b6)
(pickup b2)",12,False,8.333333333333334,1,3,11.764,2620,152
qwen25,blocksworld,baseline,instance-19,1,,0,False,0.0,0,0,11.275,1402,161
qwen25,blocksworld,baseline,instance-19,2,"(pickup b3)
(putdown b3)
(pickup b1)
(putdown b2)
(pickup b9)
(putdown b5)
(putdown b9)
(pickup b1)
(pickup b7)
(pickup b6)
(pickup b4)
(putdown b4)
(pickup b8)
(pickup b5)",14,False,7.142857142857143,1,3,10.246,1591,143
qwen25,blocksworld,baseline,instance-19,3,"(pickup b3)
(putdown b3)
(pickup b1)
(putdown b2)
(pickup b9)
(putdown b5)
(putdown b9)
(pickup b1)
(pickup b7)
(pickup b6)
(pickup b4)
(putdown b4)
(pickup b8)
(pickup b5)",14,False,7.142857142857143,1,3,10.662,2095,143
qwen25,blocksworld,baseline,instance-19,4,"(pickup b9)
(putdown b5)
(pickup b3)
(putdown b3)
(pickup b1)
(putdown b2)
(putdown b9)
(pickup b1)
(pickup b7)
(pickup b6)
(pickup b4)
(putdown b4)
(pickup b8)
(pickup b5)",14,False,7.142857142857143,1,3,11.097,2595,143
qwen25,blocksworld,baseline,instance-20,1,"(pickup b10)
(putdown b10)
(pickup b9)
(pickup b8)
(putdown b8)
(pickup b7)
(putdown b7)
(pickup b6)
(pickup b5)
(putdown b5)
(pickup b4)
(pickup b3)
(pickup b2)
(pickup b1)
(putdown b1)",15,False,6.666666666666667,1,3,10.759,1414,153
qwen25,blocksworld,baseline,instance-20,2,"(pickup b9)
(putdown b9)
(pickup b8)
(putdown b8)
(pickup b7)
(putdown b7)
(pickup b6)
(putdown b6)
(pickup b5)
(putdown b5)
(pickup b4)
(putdown b4)
(pickup b3)
(putdown b3)
(pickup b2)
(putdown b2)
(pickup b1)
(putdown b1)",18,False,16.666666666666668,3,3,12.361,1949,169
qwen25,blocksworld,baseline,instance-20,3,"(pickup b9)
(putdown b9)
(pickup b8)
(pickup b8)
(pickup b7)
(putdown b7)
(pickup b6)
(putdown b6)
(pickup b5)
(putdown b5)
(pickup b4)
(pickup b4)
(pickup b3)
(putdown b3)
(pickup b2)
(pickup b1)
(putdown b1)",17,False,17.647058823529413,3,3,12.984,2604,169
qwen25,blocksworld,baseline,instance-20,4,"(pickup b9)
(putdown b9)
(pickup b8)
(pickup b7)
(putdown b7)
(pickup b6)
(putdown b6)
(pickup b5)
(putdown b5)
(pickup b4)
(pickup b3)
(putdown b3)
(pickup b2)
(pickup b1)
(putdown b1)",15,False,20.0,3,3,12.662,3245,157
